     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    193536,       203,         0,    1.10,pymatching,9a6dafb913c90013d2a978441cc85ef2e84a2aa8413bef7b5f2dc84146b7028b,"{""d"":5,""k"":15,""p"":0.0008}",
    133120,         2,         0,    4.28,pymatching,5331dfa6870b2633256fc5921a1510b2734fd51cf757e6d51c3ecec523667441,"{""d"":9,""k"":27,""p"":0.0007}",
    418816,         0,         0,    22.9,pymatching,9f4b1b0480dd390e9d93de5c40072eecae93bb6dbf12becf50bf19bea02788c0,"{""d"":11,""k"":33,""p"":0.0005}",
    271360,       244,         0,    1.53,pymatching,9a6dafb913c90013d2a978441cc85ef2e84a2aa8413bef7b5f2dc84146b7028b,"{""d"":5,""k"":15,""p"":0.0008}",
    536576,         2,         0,    16.4,pymatching,5295435c4757605179799627fb0d69e246ccf8d0cf33de7c7228490d3aa7d94b,"{""d"":9,""k"":27,""p"":0.0006}",
     62464,         0,         0,    4.28,pymatching,a36f0fefb3f0eb50e0a7d2a0e537c30f96573987b8460f83a9bb16110cf9f9f1,"{""d"":11,""k"":33,""p"":0.0007}",
    278528,         0,         0,    16.4,pymatching,45fe776f81af1875c9828ea276f11fcee495eb90888ef57d8842c5f8cd72140c,"{""d"":11,""k"":33,""p"":0.0006}",
    345088,        31,         0,    5.94,pymatching,3f0cfc4b41fc3c545f3f2d7d471811949312f3149986cdb035586c420c3109e2,"{""d"":7,""k"":21,""p"":0.0007}",
    384000,       389,         0,    2.15,pymatching,9a6dafb913c90013d2a978441cc85ef2e84a2aa8413bef7b5f2dc84146b7028b,"{""d"":5,""k"":15,""p"":0.0008}",
    180224,         3,         0,    6.01,pymatching,5331dfa6870b2633256fc5921a1510b2734fd51cf757e6d51c3ecec523667441,"{""d"":9,""k"":27,""p"":0.0007}",
    536576,       610,         0,    3.01,pymatching,9a6dafb913c90013d2a978441cc85ef2e84a2aa8413bef7b5f2dc84146b7028b,"{""d"":5,""k"":15,""p"":0.0008}",
     91136,         0,         0,    6.02,pymatching,a36f0fefb3f0eb50e0a7d2a0e537c30f96573987b8460f83a9bb16110cf9f9f1,"{""d"":11,""k"":33,""p"":0.0007}",
    717824,       730,         0,    4.21,pymatching,9a6dafb913c90013d2a978441cc85ef2e84a2aa8413bef7b5f2dc84146b7028b,"{""d"":5,""k"":15,""p"":0.0008}",
    499712,        37,         0,    8.32,pymatching,3f0cfc4b41fc3c545f3f2d7d471811949312f3149986cdb035586c420c3109e2,"{""d"":7,""k"":21,""p"":0.0007}",
    808960,         0,         0,    32.1,pymatching,fe4aa5032bc16f1d53cb7915de5a97c156af729dc67e7e6214ac129e2d2ad32f,"{""d"":11,""k"":33,""p"":0.0003}",
    349184,       360,         0,    1.97,pymatching,9a6dafb913c90013d2a978441cc85ef2e84a2aa8413bef7b5f2dc84146b7028b,"{""d"":5,""k"":15,""p"":0.0008}",
      1297,         0,         0,   0.022,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      1024,         0,         0,   0.016,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      2048,         0,         0,   0.031,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      2048,         0,         0,   0.032,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      3072,         0,         0,   0.048,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      4096,         0,         0,   0.064,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
      5120,         2,         0,   0.080,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
